"Category","DisplayName","Name","Alias","PrimarySmtpAddress","EmailAddresses","RecipientTypeDetails","AccessType","IsTeam","HiddenFromAddressListsEnabled","RequireSenderAuthenticationEnabled","ManagedBy","WhenCreatedUTC","ExternalDirectoryObjectId","Identity"
"DistributionList","Information Technology Officer","Information Technology Officer","InformationTechnologyOfficer","InformationTechnologyOfficer@cowg.cap.gov","smtp:InformationTechnologyOfficer@COCivilAirPatrol.onmicrosoft.com;SMTP:InformationTechnologyOfficer@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","","7/11/2025 8:06:42 AM","88d9af56-a3f5-4b09-8713-f3e848341610","Information Technology Officer"
"DistributionList","Inspector General","Inspector General","InspectorGeneral","InspectorGeneral@cowg.cap.gov","smtp:InspectorGeneral@COCivilAirPatrol.onmicrosoft.com;SMTP:InspectorGeneral@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:29:38 AM","78062de5-6cff-4ab8-aa90-ba09f5da434a","Inspector General"
"DistributionList","Instructor Pilots","Instructor Pilots20250503143137","InstructorPilots","InstructorPilots@cowg.cap.gov","smtp:InstructorPilots@COCivilAirPatrol.onmicrosoft.com;SMTP:InstructorPilots@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko;Mike.Schulte","5/3/2025 2:31:38 PM","dc6f6dd5-7d0d-4f9e-b532-738c6466f9b6","Instructor Pilots20250503143137"
"DistributionList","KAPA Pilot List","KAPA Pilot List20250516210046","KAPAPilotList","KAPAPilotList@cowg.cap.gov","smtp:KAPAPilotList@COCivilAirPatrol.onmicrosoft.com;SMTP:KAPAPilotList@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/16/2025 9:00:48 PM","e2af6de8-606e-4033-b396-fbab3c1d295b","KAPA Pilot List20250516210046"
"DistributionList","Legal","Legal","Legal","Legal@cowg.cap.gov","smtp:Legal@COCivilAirPatrol.onmicrosoft.com;SMTP:Legal@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:30:03 AM","2909c87d-5f15-4d67-b78c-a5cd3e850c83","Legal"
"DistributionList","Logistics","Logistics","Logistics","Logistics@cowg.cap.gov","smtp:Logistics@COCivilAirPatrol.onmicrosoft.com;SMTP:Logistics@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:30:16 AM","e086994d-5e57-4c7c-8727-0ac2b2e5a952","Logistics"
"DistributionList","Mission Base Staff","Mission Base Staff20250503142730","MissionBaseStaff","MissionBaseStaff@cowg.cap.gov","smtp:MissionBaseStaff@COCivilAirPatrol.onmicrosoft.com;SMTP:MissionBaseStaff@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko;Sanjay.Tyagi;Mike.Schulte","5/3/2025 2:27:31 PM","9f443aa2-b1d4-4333-ae4f-ab6567d64871","Mission Base Staff20250503142730"
"DistributionList","Mission Check Pilots","Mission Check Pilots20250503144942","MissionCheckPilots","MissionCheckPilots@cowg.cap.gov","smtp:MissionCheckPilots@COCivilAirPatrol.onmicrosoft.com;SMTP:MissionCheckPilots@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko;Sanjay.Tyagi;Mike.Schulte","5/3/2025 2:49:43 PM","161b38f6-8c53-423d-9885-e2c7a981cfd9","Mission Check Pilots20250503144942"
"DistributionList","Mission Pilots","Mission Pilots20250923151811","missionpilots","missionpilots@cowg.cap.gov","smtp:missionpilots@COCivilAirPatrol.onmicrosoft.com;SMTP:missionpilots@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","9/23/2025 3:18:14 PM","96903369-77d3-4671-98a5-b42526fe0bef","Mission Pilots20250923151811"
"DistributionList","Operations","Operations","Operations","Operations@cowg.cap.gov","smtp:Operations@COCivilAirPatrol.onmicrosoft.com;SMTP:Operations@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:32:13 AM","d0b518eb-9007-4737-bda2-02e97b747a80","Operations"
"DistributionList","Orientation Pilots","Orientation Pilots20250503143228","OrientationPilots","OrientationPilots@cowg.cap.gov","smtp:OrientationPilots@COCivilAirPatrol.onmicrosoft.com;SMTP:OrientationPilots@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte;robyusko","5/3/2025 2:32:29 PM","ab9deb9b-31c9-45bb-86da-75092fca3326","Orientation Pilots20250503143228"
"DistributionList","Personnel","Personnel","Personnel","Personnel@cowg.cap.gov","smtp:Personnel@COCivilAirPatrol.onmicrosoft.com;SMTP:Personnel@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:33:43 AM","a19bfbef-b58b-48d9-8b93-ec15af7e0fc4","Personnel"
"DistributionList","Pilots","Pilots20250503133941","pilots","pilots@cowg.cap.gov","smtp:pilots@COCivilAirPatrol.onmicrosoft.com;SMTP:pilots@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","robyusko;Mike.Schulte","5/3/2025 1:39:43 PM","7d4335cf-c624-458b-b988-005c370ee54d","Pilots20250503133941"
"DistributionList","Plans And Programs","Plans And Programs","PlansAndPrograms","PlansAndPrograms@cowg.cap.gov","smtp:PlansAndPrograms@COCivilAirPatrol.onmicrosoft.com;SMTP:PlansAndPrograms@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:35:57 AM","1a423162-120a-4e37-9117-7d06885808d8","Plans And Programs"
"DistributionList","Professional Development","Professional Development","ProfessionalDevelopment","ProfessionalDevelopment@cowg.cap.gov","smtp:ProfessionalDevelopment@COCivilAirPatrol.onmicrosoft.com;SMTP:ProfessionalDevelopment@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:36:06 AM","65cca85a-c19e-45df-86b2-76523953b5b3","Professional Development"
"DistributionList","Public Affairs","Public Affairs","PublicAffairs","PublicAffairs@cowg.cap.gov","smtp:PublicAffairs@COCivilAirPatrol.onmicrosoft.com;SMTP:PublicAffairs@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:38:25 AM","b978e284-d65f-41f4-aad1-80d529dd6aed","Public Affairs"
"DistributionList","Recruiting And Retention Officer","Recruiting And Retention Officer","RecruitingAndRetentionOfficer","RecruitingAndRetentionOfficer@cowg.cap.gov","smtp:RecruitingAndRetentionOfficer@COCivilAirPatrol.onmicrosoft.com;SMTP:RecruitingAndRetentionOfficer@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:39:47 AM","6888de7e-a3d9-497a-bafd-9c712c6dbba2","Recruiting And Retention Officer"
"DistributionList","Safety","Safety","Safety","Safety@cowg.cap.gov","smtp:Safety@COCivilAirPatrol.onmicrosoft.com;SMTP:Safety@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:40:38 AM","79a29cf4-7dc9-47d0-9a04-22daf51182ff","Safety"
"DistributionList","Standards And Evaluations","Standards And Evaluations","StandardsAndEvaluations","StandardsAndEvaluations@cowg.cap.gov","smtp:StandardsAndEvaluations@COCivilAirPatrol.onmicrosoft.com;SMTP:StandardsAndEvaluations@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","5/5/2025 1:42:52 AM","22ac307e-1d15-49e4-93f5-7f282e6623c2","Standards And Evaluations"
"DistributionList","sUAS","sUAS20250923145019","suas","suas@cowg.cap.gov","smtp:suas@COCivilAirPatrol.onmicrosoft.com;SMTP:suas@cowg.cap.gov","MailUniversalDistributionGroup","","False","False","True","Mike.Schulte","9/23/2025 2:50:40 PM","b8c14015-ba97-49bc-886b-a4cb5f5f03d8","sUAS20250923145019"
"DynamicDistributionList","Admin - Distribution Group Management","Admin - Distribution Group Management","DistGrpMgmnt","DistGrpMgmnt@cowg.cap.gov","SMTP:DistGrpMgmnt@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","2/21/2023 8:40:06 PM","f4db030f-98eb-439e-b9a8-347ad6b572cb","Admin - Distribution Group Management"
"DynamicDistributionList","All","All","All","All@COCivilAirPatrol.onmicrosoft.com","SMTP:All@COCivilAirPatrol.onmicrosoft.com","DynamicDistributionGroup","","False","False","True","","8/2/2021 1:36:51 PM","85a6c9c9-905b-4da9-a260-e6dff383003c","All"
"DynamicDistributionList","CO Wing Staff","CO Wing Staff","cowgstaff","cowgstaff@cowg.cap.gov","SMTP:cowgstaff@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","Mike.Schulte","1/26/2025 2:38:22 AM","2d136f2f-21be-44f3-b9de-1a7c52ae2149","CO Wing Staff"
"DynamicDistributionList","CO-099 Staff","CO-099 Staff","CO-099Staff","CO-099Staff@cowg.cap.gov","SMTP:CO-099Staff@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","3/25/2025 2:08:08 AM","2d8c4b03-0108-44d0-997b-e3b49f018c87","CO-099 Staff"
"DynamicDistributionList","COWG AEM","COWG AEM","AEM","aem@cowg.cap.gov","smtp:AEM@COCivilAirPatrol.onmicrosoft.com;SMTP:aem@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","3/9/2021 4:32:36 PM","ecbf2b26-b4df-4991-9c06-a6b5148e1aa5","COWG AEM"
"DynamicDistributionList","COWG Directors","COWG Directors","COWGDirectors","COWG-Directors@cowg.cap.gov","SMTP:COWG-Directors@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","4/9/2021 11:13:27 AM","01a514c2-2c83-4e01-b8b5-b4b74bc8a31c","COWG Directors"
"DynamicDistributionList","COWG Directors and Commanders","COWG Directors and Commanders","COWGDirectorsandCommanders","COWG-Directors-Commanders@cowg.cap.gov","SMTP:COWG-Directors-Commanders@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","4/9/2021 11:14:55 AM","d4ef46bd-c474-46c9-bd5e-0bf72083a32f","COWG Directors and Commanders"
"DynamicDistributionList","Group 1 - Commanders","Group 1 Commanders","Gp1-Commanders","Gp1-Commanders@cowg.cap.gov","SMTP:Gp1-Commanders@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","9/25/2022 5:11:58 PM","dcce0428-ef9c-4404-a11a-7b72cf2df174","Group 1 Commanders"
"DynamicDistributionList","Group 1 Emergency Services Officers","Group 1 Emergency Services Officers","GP1-ESOfficers","GP1-ESOfficers@cowg.cap.gov","SMTP:GP1-ESOfficers@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","4/29/2022 9:48:42 PM","666edd8c-904e-47a0-9dba-4e11e672e16e","Group 1 Emergency Services Officers"
"DynamicDistributionList","Group 2 Commanders","Group 2 Commanders","Gp2-Commanders","Gp2-Commanders@cowg.cap.gov","SMTP:Gp2-Commanders@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","4/16/2020 5:43:29 PM","37cb9d63-07d3-400c-ac17-418b9c46ce0c","Group 2 Commanders"
"DynamicDistributionList","Group 2 Emergency Services Officers","Group 2 Emergency Services Officers","GP2-ESOfficers","GP2-ESOfficers@cowg.cap.gov","SMTP:GP2-ESOfficers@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","4/17/2020 3:42:28 PM","c205f0f6-aed8-4422-9560-aede3a09b75a","Group 2 Emergency Services Officers"
"DynamicDistributionList","Group 3 Commanders","Group 3 Commanders","GP3-Commanders","GP3-Commanders@cowg.cap.gov","SMTP:GP3-Commanders@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","4/29/2022 9:43:38 PM","0becf215-438c-4100-810b-bb8d4a0e6983","Group 3 Commanders"
"DynamicDistributionList","Group 3 Emergency Services Officers","Group 3 Emergency Services Officers","GP3-ESOfficers","GP3-ESOfficers@cowg.cap.gov","SMTP:GP3-ESOfficers@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","4/29/2022 9:46:20 PM","a2978d13-d713-4339-b6d8-4f4091efa03b","Group 3 Emergency Services Officers"
"DynamicDistributionList","Group 4 Commanders","Group 4 Commanders","Gp4-Commanders","Gp4-Commanders@cowg.cap.gov","SMTP:Gp4-Commanders@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","9/25/2022 5:15:15 PM","765ac0b9-e1b8-4985-8adf-bea10e8b27e1","Group 4 Commanders"
"DynamicDistributionList","Group 8 Commanders","Group 8 Commanders","Gp8-Commanders","Gp8-Commanders@cowg.cap.gov","SMTP:Gp8-Commanders@cowg.cap.gov","DynamicDistributionGroup","","False","False","True","","9/10/2022 6:25:13 PM","a1dac7b5-9858-4ada-bc8e-0eadb962ad88","Group 8 Commanders"
"DynamicDistributionList","Only 000","Only 000","CO-000","CO-000@COCivilAirPatrol.onmicrosoft.com","SMTP:CO-000@COCivilAirPatrol.onmicrosoft.com","DynamicDistributionGroup","","False","False","True","","9/19/2020 3:00:15 AM","ed91ae34-51dd-4571-8693-441178369dce","Only 000"
"MailEnabledSecurityGroup","Aircraft Crew Chiefs","Aircraft Crew Chiefs20191211030231","acft_crew_chiefs","acft_crew_chiefs@cowg.cap.gov","SMTP:acft_crew_chiefs@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","True","","12/11/2019 3:02:39 AM","7e72a71c-9c08-40df-a34c-b80080a109f9","Aircraft Crew Chiefs20191211030231"
"MailEnabledSecurityGroup","CAPResponseForm Mail.Send Scope","CAPResponseForm Mail.Send Scope","CAPResponseForm-MailSend-Scope","capresponseform-mailsend-scope@cowg.cap.gov","smtp:CAPResponseForm-MailSend-Scope@COCivilAirPatrol.onmicrosoft.com;SMTP:capresponseform-mailsend-scope@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","True","Mike.Schulte","7/30/2026 1:30:11 PM","adedaf90-c6a9-4b37-aa7f-f552bb95d6da","CAPResponseForm Mail.Send Scope"
"MailEnabledSecurityGroup","CO Wing Crew Chiefs","CO Wing Crew Chiefs","AllCrewChiefs","AllCrewChiefs@cowg.cap.gov","SMTP:AllCrewChiefs@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","True","Matthew.Flanders","12/11/2019 7:55:56 PM","bfbe5ce7-0c65-4b4b-af26-541a55b86a9d","CO Wing Crew Chiefs"
"MailEnabledSecurityGroup","CO-001 Recruiting","CO-001 Recruiting","co-001-recruiting","co-001-recruiting@cowg.cap.gov","smtp:co-001-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-001-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:53:02 PM","0995b586-c658-4f95-9fc9-a5bdde8838f4","CO-001 Recruiting"
"MailEnabledSecurityGroup","CO-004 Recruiting","CO-004 Recruiting","co-004-recruiting","co-004-recruiting@cowg.cap.gov","smtp:co-004-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-004-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:53:14 PM","a1a58f2b-eff8-40f7-b45b-3979257a648a","CO-004 Recruiting"
"MailEnabledSecurityGroup","CO-007 Recruiting","CO-007 Recruiting","co-007-recruiting","co-007-recruiting@cowg.cap.gov","smtp:co-007-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-007-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:53:28 PM","33ee88f0-41b0-47d2-bf53-af8014397aa0","CO-007 Recruiting"
"MailEnabledSecurityGroup","CO-015 Recruiting","CO-015 Recruiting","co-015-recruiting","co-015-recruiting@cowg.cap.gov","smtp:co-015-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-015-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:53:41 PM","b14e0103-56ae-4235-a510-77289ee4fe48","CO-015 Recruiting"
"MailEnabledSecurityGroup","CO-022 Recruiting","CO-022 Recruiting","co-022-recruiting","co-022-recruiting@cowg.cap.gov","smtp:co-022-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-022-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:53:57 PM","b8e5d02f-76eb-46f2-8db4-f901dea21e87","CO-022 Recruiting"
"MailEnabledSecurityGroup","CO-030 Recruiting","CO-030 Recruiting","co-030-recruiting","co-030-recruiting@cowg.cap.gov","smtp:co-030-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-030-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:54:13 PM","3c154b59-8498-4d93-8706-2dbb34a9808a","CO-030 Recruiting"
"MailEnabledSecurityGroup","CO-031 Recruiting","CO-031 Recruiting","co-031-recruiting","co-031-recruiting@cowg.cap.gov","smtp:co-031-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-031-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:54:33 PM","13f8a7d0-1940-4177-98f2-3db228492f88","CO-031 Recruiting"
"MailEnabledSecurityGroup","CO-053 Recruiting","CO-053 Recruiting","co-053-recruiting","co-053-recruiting@cowg.cap.gov","smtp:co-053-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-053-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:54:46 PM","8fbeb890-2f2f-4c88-9db3-5ae4951f64a6","CO-053 Recruiting"
"MailEnabledSecurityGroup","CO-068 Recruiting","CO-068 Recruiting","co-068-recruiting","co-068-recruiting@cowg.cap.gov","smtp:co-068-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-068-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:55:03 PM","f83244f4-07ad-4134-a2e2-a016b1bc41b2","CO-068 Recruiting"
"MailEnabledSecurityGroup","CO-072 Recruiting","CO-072 Recruiting","co-072-recruiting","co-072-recruiting@cowg.cap.gov","smtp:co-072-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-072-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:55:17 PM","5cb4dc67-74a4-47ee-bcc1-c0c2b9e981f7","CO-072 Recruiting"
"MailEnabledSecurityGroup","CO-080 PPSS Finance","PPSS Finance20210702161731","PPSS_Finance","PPSS_Finance@cowg.cap.gov","smtp:PPSS_Finance@COCivilAirPatrol.onmicrosoft.com;SMTP:PPSS_Finance@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","7/2/2021 4:17:42 PM","97f1a7d2-18d4-43bc-81ec-a24da3f7a87a","PPSS Finance20210702161731"
"MailEnabledSecurityGroup","CO-080 Recruiting","CO-080 Recruiting","co-080-recruiting","co-080-recruiting@cowg.cap.gov","smtp:co-080-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-080-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:55:31 PM","d62c863b-f1c6-4be5-8114-acab324cf992","CO-080 Recruiting"
"MailEnabledSecurityGroup","CO-098 Recruiting","CO-098 Recruiting","co-098-recruiting","co-098-recruiting@cowg.cap.gov","smtp:co-098-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-098-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:55:48 PM","4137ec8e-f1b3-4e8c-a870-c052522f3680","CO-098 Recruiting"
"MailEnabledSecurityGroup","CO-099 Recruiting","CO-099 Recruiting","co-099-recruiting","co-099-recruiting@cowg.cap.gov","smtp:co-099-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-099-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:55:59 PM","d003fed1-be67-4de8-8a6f-70cce4a3e5ca","CO-099 Recruiting"
"MailEnabledSecurityGroup","CO-136 Aircraft Maintenance","CO-136 Aircraft Maintenance20201217004523","rmrco136crewchief","rmrco136crewchief@cowg.cap.gov","SMTP:rmrco136crewchief@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","Robert.Gamber","12/17/2020 12:45:25 AM","3422908d-6cb0-4741-a9f1-9eab7cf94480","CO-136 Aircraft Maintenance20201217004523"
"MailEnabledSecurityGroup","CO-136 Finance","CO-136 Finance20201217004211","rmrco136finance","rmrco136finance@cowg.cap.gov","SMTP:rmrco136finance@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","Robert.Gamber","12/17/2020 12:42:16 AM","9a1523d6-7fa4-4d0c-95ae-e60598940646","CO-136 Finance20201217004211"
"MailEnabledSecurityGroup","CO-136 Information Technology","CO-136 Information Technology20201217004439","rmrco136it","rmrco136it@cowg.cap.gov","SMTP:rmrco136it@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","Robert.Gamber","12/17/2020 12:44:40 AM","1a76b809-29b1-435f-9f2b-dca853f77cdc","CO-136 Information Technology20201217004439"
"MailEnabledSecurityGroup","CO-136 Recruiting","CO-136 Recruiting","co-136-recruiting","co-136-recruiting@cowg.cap.gov","smtp:co-136-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-136-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:56:14 PM","b29fad35-4a96-4aa4-aaa0-15390cfca899","CO-136 Recruiting"
"MailEnabledSecurityGroup","CO-136 Recruiting and Retention","CO-136 Recruiting and Retention20201217004340","rmrco136recruiting","rmrco136recruiting@cowg.cap.gov","SMTP:rmrco136recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","rgreenlee;Robert.Gamber","12/17/2020 12:43:42 AM","11e6a20b-ed1e-4ba1-b71c-f320a61e76b2","CO-136 Recruiting and Retention20201217004340"
"MailEnabledSecurityGroup","CO-141 Recruiting","CO-141 Recruiting","co-141-recruiting","co-141-recruiting@cowg.cap.gov","smtp:co-141-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-141-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 1:56:32 PM","74deb3f8-3ef4-47ca-bf09-c0193de4a12d","CO-141 Recruiting"
"MailEnabledSecurityGroup","CO-143 Recruiting","CO-143 Recruiting","co-143-recruiting","co-143-recruiting@cowg.cap.gov","smtp:co-143-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-143-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:02:22 PM","929d520b-7cd5-417b-b787-1e3f89700a0b","CO-143 Recruiting"
"MailEnabledSecurityGroup","CO-147 Recruiting","CO-147 Recruiting","co-147-recruiting","co-147-recruiting@cowg.cap.gov","smtp:co-147-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-147-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:02:33 PM","b5190973-7c98-4026-a0a4-5c4d542bc9fc","CO-147 Recruiting"
"MailEnabledSecurityGroup","CO-148 Recruiting","CO-148 Recruiting","co-148-recruiting","co-148-recruiting@cowg.cap.gov","smtp:co-148-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-148-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:02:56 PM","5d064c5c-123e-43dd-93af-703b7f51afd8","CO-148 Recruiting"
"MailEnabledSecurityGroup","CO-157 Recruiting","CO-157 Recruiting","co-157-recruiting","co-157-recruiting@cowg.cap.gov","smtp:co-157-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-157-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:03:13 PM","b1ac06a1-f94b-4379-81cc-900c6cad7787","CO-157 Recruiting"
"MailEnabledSecurityGroup","CO-159 Recruiting","CO-159 Recruiting","co-159-recruiting","co-159-recruiting@cowg.cap.gov","smtp:co-159-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-159-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:03:29 PM","855dbb86-7934-4ec1-9e2c-76983e76b8f0","CO-159 Recruiting"
"MailEnabledSecurityGroup","CO-162 Recruiting","CO-162 Recruiting","co-162-recruiting","co-162-recruiting@cowg.cap.gov","smtp:co-162-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-162-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:03:40 PM","e76a29ae-e991-4b9b-b8aa-01bef0cef132","CO-162 Recruiting"
"MailEnabledSecurityGroup","CO-163 Recruiting","CO-163 Recruiting","co-163-recruiting","co-163-recruiting@cowg.cap.gov","smtp:co-163-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-163-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:04:00 PM","9f0e29dd-0bba-4942-9e8c-8b34e51dd1b7","CO-163 Recruiting"
"MailEnabledSecurityGroup","CO-164 Recruiting","CO-164 Recruiting","co-164-recruiting","co-164-recruiting@cowg.cap.gov","smtp:co-164-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-164-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:04:14 PM","e20e9091-1345-4c9a-9947-18bf31414a00","CO-164 Recruiting"
"MailEnabledSecurityGroup","CO-165 Recruiting","CO-165 Recruiting","co-165-recruiting","co-165-recruiting@cowg.cap.gov","smtp:co-165-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-165-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:04:25 PM","039f2a34-fb62-47ab-80e0-9b2e3b5300fe","CO-165 Recruiting"
"MailEnabledSecurityGroup","CO-167 Recruiting","CO-167 Recruiting","co-167-recruiting","co-167-recruiting@cowg.cap.gov","smtp:co-167-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-167-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:04:35 PM","44c8b781-5221-4818-9b63-b50acf573b40","CO-167 Recruiting"
"MailEnabledSecurityGroup","CO-169 Recruiting","CO-169 Recruiting","co-169-recruiting","co-169-recruiting@cowg.cap.gov","smtp:co-169-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-169-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:04:51 PM","11cf6347-1298-41dd-b381-90f6645b7be1","CO-169 Recruiting"
"MailEnabledSecurityGroup","CO-173 Recruiting","CO-173 Recruiting","co-173-recruiting","co-173-recruiting@cowg.cap.gov","smtp:co-173-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-173-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:05:07 PM","e31dcc30-6767-4eba-a104-6abaa966296f","CO-173 Recruiting"
"MailEnabledSecurityGroup","CO-181 Recruiting","CO-181 Recruiting","co-181-recruiting","co-181-recruiting@cowg.cap.gov","smtp:co-181-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-181-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:05:19 PM","8c54e311-2728-465f-ae9a-c011456cc649","CO-181 Recruiting"
"MailEnabledSecurityGroup","CO-183 Recruiting","CO-183 Recruiting","co-183-recruiting","co-183-recruiting@cowg.cap.gov","smtp:co-183-recruiting@COCivilAirPatrol.onmicrosoft.com;SMTP:co-183-recruiting@cowg.cap.gov","MailUniversalSecurityGroup","","False","False","False","","6/15/2026 2:05:32 PM","fbde0ed6-4bed-4220-9c8c-b37b4f8d3a8e","CO-183 Recruiting"
